dataset,task_order,policy,budget_share,seeds,budget_cap,n_tasks,n_criteria,inference_kind,actual_queries_median,actual_queries_p05,actual_queries_p95,certified_tasks_median,certified_tasks_p05,certified_tasks_p95,residual_errors_median,residual_errors_p05,residual_errors_p95,pass_width_median,pass_width_p05,pass_width_p95,accuracy_ci_width_median,accuracy_ci_width_p05,accuracy_ci_width_p95,sample_agreement_median,sample_agreement_p05,sample_agreement_p95,accuracy_bias,accuracy_rmse,accuracy_within_half_pp,accuracy_interval_covered
DR Qwen-plus,random,sc_judge,0.6,31,969,284,1615,logical_bounds_or_census,358.0,349.0,366.5,284.0,284.0,284.0,0.0,0.0,0.0,0.0,0.0,0.0,0.778328173374613,0.7730650154798762,0.7839009287925698,0.8559556786703602,0.8447802197802198,0.8656327027113544,,,,31
DR Qwen-plus,random,sc50_then_srs,0.6,31,969,284,1615,exact_conditional_SRS,969.0,969.0,969.0,284.0,284.0,284.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03467492260061922,0.033436532507739924,0.035913312693498456,0.8286893704850361,0.8209494324045408,0.8400412796697627,-0.0001795835136709778,0.008074254655866801,13,30
DR Qwen-plus,random,sc_judge,1.0,31,1615,284,1615,logical_bounds_or_census,358.0,349.0,366.5,284.0,284.0,284.0,0.0,0.0,0.0,0.0,0.0,0.0,0.778328173374613,0.7730650154798762,0.7839009287925698,0.8559556786703602,0.8447802197802198,0.8656327027113544,,,,31
DR Qwen-plus,random,sc50_then_srs,1.0,31,1615,284,1615,exact_conditional_SRS,1615.0,1615.0,1615.0,284.0,284.0,284.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8235294117647058,0.8235294117647058,0.8235294117647058,0.0,0.0,31,31
AC Qwen-plus,release,random_criterion,0.006,31,5,210,843,exact_conditional_SRS,5.0,5.0,5.0,1.0,0.0,2.5,41.0,40.0,41.0,0.9952380952380953,0.9880952380952381,1.0,0.5195729537366548,0.5195729537366548,0.7538552787663108,1.0,0.7,1.0,0.030673860635977535,0.12652479442198916,0,31
AC Qwen-plus,release,sc_judge,0.006,31,5,210,843,logical_bounds_or_census,5.0,5.0,5.0,2.0,2.0,2.0,41.0,41.0,41.0,0.9904761904761905,0.9904761904761905,0.9904761904761905,0.9940688018979834,0.9940688018979834,0.9940688018979834,1.0,1.0,1.0,,,,31
AC Qwen-plus,release,sc50_then_srs,0.006,31,5,210,843,exact_conditional_SRS,5.0,5.0,5.0,1.0,0.0,2.5,41.0,40.0,41.0,0.9952380952380953,0.9880952380952381,1.0,0.7046263345195729,0.7046263345195729,0.8932384341637011,1.0,0.7,1.0,-0.07209275628515668,0.2462970431679675,0,30
AC Qwen-plus,release,random_criterion,0.05,31,42,210,843,exact_conditional_SRS,42.0,42.0,42.0,8.0,5.0,11.0,39.0,36.0,40.5,0.9619047619047619,0.9476190476190476,0.9761904761904762,0.2111506524317912,0.13582443653618037,0.25326215895610915,0.8809523809523809,0.7976190476190477,0.9642857142857142,0.0065571171643953674,0.0556233406397116,2,30
AC Qwen-plus,release,sc_judge,0.05,31,42,210,843,logical_bounds_or_census,42.0,42.0,42.0,16.0,15.0,17.0,37.0,37.0,38.0,0.9238095238095239,0.919047619047619,0.9285714285714286,0.9501779359430605,0.9501779359430605,0.9501779359430605,0.8571428571428571,0.8214285714285714,0.9166666666666667,,,,31
AC Qwen-plus,release,sc50_then_srs,0.05,31,42,210,843,exact_conditional_SRS,42.0,42.0,42.0,13.0,11.0,15.5,39.0,37.5,40.0,0.9380952380952381,0.9261904761904762,0.9476190476190476,0.32028469750889677,0.1909845788849348,0.3748517200474496,0.8809523809523809,0.8333333333333334,0.9523809523809523,-0.02175137073541387,0.07435177090497175,0,30
AC Qwen-plus,release,random_criterion,0.2,31,169,210,843,exact_conditional_SRS,169.0,169.0,169.0,31.0,23.0,37.0,32.0,28.5,35.0,0.8523809523809524,0.8238095238095238,0.8904761904761904,0.09015421115065247,0.08066429418742588,0.10260972716488731,0.8875739644970414,0.8431952662721893,0.9142011834319527,0.004562007228838769,0.022373439361355357,6,30
AC Qwen-plus,release,sc_judge,0.2,31,169,210,843,logical_bounds_or_census,169.0,169.0,169.0,71.0,68.5,75.5,28.0,28.0,29.0,0.6619047619047619,0.6404761904761904,0.6738095238095239,0.7995255041518387,0.7995255041518387,0.7995255041518387,0.8994082840236687,0.893491124260355,0.9053254437869822,,,,31
AC Qwen-plus,release,sc50_then_srs,0.2,31,169,210,843,exact_conditional_SRS,169.0,169.0,169.0,47.0,42.5,51.5,30.0,28.0,32.0,0.7761904761904762,0.7547619047619047,0.7976190476190477,0.12930011862396207,0.11091340450771053,0.14946619217081858,0.863905325443787,0.8372781065088757,0.893491124260355,-0.011838086170066642,0.029627746808712097,3,31
AC Qwen-plus,release,random_criterion,0.5,31,422,210,843,exact_conditional_SRS,422.0,422.0,422.0,77.0,70.0,84.0,20.0,15.5,22.5,0.6333333333333333,0.6,0.6666666666666666,0.043890865954922864,0.04151838671411634,0.04744958481613293,0.8815165876777251,0.8613744075829384,0.8957345971563981,0.0025894698700396103,0.011640007154376443,10,29
AC Qwen-plus,release,sc_judge,0.5,31,422,210,843,logical_bounds_or_census,422.0,422.0,422.0,165.0,161.0,168.0,13.0,12.0,13.0,0.21428571428571427,0.2,0.23333333333333334,0.4994068801897984,0.4994068801897984,0.4994068801897984,0.909952606635071,0.9052132701421801,0.9135071090047393,,,,31
AC Qwen-plus,release,sc50_then_srs,0.5,31,422,210,843,exact_conditional_SRS,422.0,422.0,422.0,120.0,115.0,123.0,19.0,16.5,22.5,0.42857142857142855,0.4142857142857143,0.4523809523809524,0.058125741399762676,0.051008303677342826,0.06049822064056942,0.8862559241706162,0.8767772511848342,0.9040284360189573,0.0030561856112271565,0.013614040383117353,9,29
AC Qwen-plus,release,random_criterion,0.6,31,506,210,843,exact_conditional_SRS,506.0,506.0,506.0,95.0,88.5,102.5,16.0,11.5,19.0,0.5476190476190477,0.5119047619047619,0.5785714285714285,0.03677342823250296,0.03440094899169632,0.038552787663108046,0.8814229249011858,0.8646245059288538,0.8952569169960475,0.0018456061415238945,0.010010775148682526,10,31
AC Qwen-plus,release,sc_judge,0.6,31,506,210,843,logical_bounds_or_census,506.0,506.0,506.0,194.0,193.0,198.5,4.0,2.0,4.0,0.0761904761904762,0.05476190476190476,0.08095238095238096,0.39976275207591927,0.39976275207591927,0.39976275207591927,0.9051383399209486,0.8992094861660079,0.9090909090909091,,,,31
AC Qwen-plus,release,sc50_then_srs,0.6,31,506,210,843,exact_conditional_SRS,506.0,506.0,506.0,138.0,134.0,142.5,15.0,12.5,18.0,0.34285714285714286,0.3214285714285714,0.3619047619047619,0.04507710557532618,0.03973902728351125,0.04863582443653619,0.8893280632411067,0.8764822134387352,0.9051383399209486,0.00320147061648318,0.011920015591893318,14,28
AC Qwen-plus,release,random_criterion,1.0,31,843,210,843,exact_conditional_SRS,843.0,843.0,843.0,210.0,210.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8790035587188612,0.8790035587188612,0.8790035587188612,0.0,0.0,31,31
AC Qwen-plus,release,sc_judge,1.0,31,843,210,843,logical_bounds_or_census,540.0,532.5,556.5,210.0,210.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35943060498220636,0.3398576512455516,0.36832740213523135,0.9007220216606499,0.8982549541555753,0.9048470900698796,,,,31
AC Qwen-plus,release,sc50_then_srs,1.0,31,843,210,843,exact_conditional_SRS,843.0,843.0,843.0,210.0,210.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8790035587188612,0.8790035587188612,0.8790035587188612,0.0,0.0,31,31
AC Qwen-plus,predicted_fail_count,sc_judge,0.006,31,5,210,843,logical_bounds_or_census,5.0,5.0,5.0,1.0,1.0,3.0,41.0,40.0,41.0,0.9952380952380953,0.9857142857142858,0.9952380952380953,0.9940688018979834,0.9940688018979834,0.9940688018979834,1.0,0.8,1.0,,,,31
AC Qwen-plus,predicted_fail_count,sc50_then_srs,0.006,31,5,210,843,exact_conditional_SRS,5.0,5.0,5.0,1.0,0.0,3.0,41.0,40.0,41.0,0.9952380952380953,0.9857142857142858,1.0,0.7046263345195729,0.7046263345195729,0.8932384341637011,0.8,0.6,1.0,-0.0722458194619829,0.2462738817856728,0,30
AC Qwen-plus,predicted_fail_count,sc_judge,0.05,31,42,210,843,logical_bounds_or_census,42.0,42.0,42.0,14.0,10.0,17.5,38.0,36.0,39.5,0.9333333333333333,0.9166666666666666,0.9523809523809523,0.9501779359430605,0.9501779359430605,0.9501779359430605,0.9285714285714286,0.8809523809523809,0.9642857142857142,,,,31
AC Qwen-plus,predicted_fail_count,sc50_then_srs,0.05,31,42,210,843,exact_conditional_SRS,42.0,42.0,42.0,11.0,9.0,13.0,39.0,36.0,40.0,0.9476190476190476,0.9380952380952381,0.9571428571428572,0.32028469750889677,0.1909845788849348,0.3748517200474496,0.9047619047619048,0.8214285714285714,0.9404761904761905,-0.01699001262771205,0.0744170604376805,0,30
AC Qwen-plus,predicted_fail_count,sc_judge,0.2,31,169,210,843,logical_bounds_or_census,169.0,169.0,169.0,54.0,48.0,60.5,29.0,25.0,32.5,0.7428571428571429,0.7119047619047619,0.7714285714285715,0.7995255041518388,0.7995255041518387,0.7995255041518388,0.9289940828402367,0.9053254437869822,0.9497041420118343,,,,31
AC Qwen-plus,predicted_fail_count,sc50_then_srs,0.2,31,169,210,843,exact_conditional_SRS,169.0,169.0,169.0,45.0,38.0,51.0,30.0,26.5,35.0,0.7857142857142857,0.7571428571428571,0.819047619047619,0.12930011862396207,0.11684460260972718,0.14946619217081858,0.893491124260355,0.8668639053254438,0.9289940828402367,-0.011792167217018782,0.030242588335560542,10,31
AC Qwen-plus,predicted_fail_count,sc_judge,0.5,31,422,210,843,logical_bounds_or_census,422.0,422.0,422.0,135.0,130.5,139.0,11.0,9.5,12.0,0.35714285714285715,0.3380952380952381,0.37857142857142856,0.49940688018979834,0.49940688018979834,0.49940688018979834,0.9289099526066351,0.9253554502369667,0.9312796208530806,,,,31
AC Qwen-plus,predicted_fail_count,sc50_then_srs,0.5,31,422,210,843,exact_conditional_SRS,422.0,422.0,422.0,108.0,99.0,112.5,17.0,14.0,20.5,0.4857142857142857,0.4642857142857143,0.5285714285714286,0.058125741399762676,0.053380782918149516,0.06287069988137606,0.8957345971563981,0.8838862559241706,0.9135071090047393,0.0024160043147856743,0.014451279546969783,8,30
AC Qwen-plus,predicted_fail_count,sc_judge,0.6,31,506,210,843,logical_bounds_or_census,506.0,506.0,506.0,188.0,178.0,194.0,2.0,1.0,3.0,0.10476190476190476,0.0761904761904762,0.1523809523809524,0.3997627520759194,0.39976275207591927,0.3997627520759194,0.9169960474308301,0.9100790513833992,0.9209486166007905,,,,31
AC Qwen-plus,predicted_fail_count,sc50_then_srs,0.6,31,506,210,843,exact_conditional_SRS,506.0,506.0,506.0,129.0,123.0,134.5,14.0,10.0,16.5,0.38571428571428573,0.3595238095238095,0.4142857142857143,0.0462633451957295,0.042704626334519546,0.04982206405693951,0.8932806324110671,0.8843873517786561,0.9110671936758893,0.00365082901406297,0.012434763410630587,11,29
AC Qwen-plus,predicted_fail_count,sc_judge,1.0,31,843,210,843,logical_bounds_or_census,540.0,532.5,556.5,210.0,210.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35943060498220636,0.3398576512455516,0.36832740213523135,0.9007220216606499,0.8982549541555753,0.9048470900698796,,,,31
AC Qwen-plus,predicted_fail_count,sc50_then_srs,1.0,31,843,210,843,exact_conditional_SRS,843.0,843.0,843.0,210.0,210.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8790035587188612,0.8790035587188612,0.8790035587188612,0.0,0.0,31,31
AC Qwen-plus,random,sc_judge,0.006,31,5,210,843,logical_bounds_or_census,5.0,5.0,5.0,2.0,1.0,3.0,41.0,40.0,41.0,0.9904761904761905,0.9857142857142858,0.9952380952380953,0.9940688018979834,0.9940688018979834,0.9940688018979834,1.0,0.8,1.0,,,,31
AC Qwen-plus,random,sc50_then_srs,0.006,31,5,210,843,exact_conditional_SRS,5.0,5.0,5.0,1.0,0.0,3.0,41.0,40.0,41.0,0.9952380952380953,0.9857142857142858,1.0,0.7046263345195729,0.7046263345195729,0.8932384341637011,0.8,0.6,1.0,-0.0722458194619829,0.2462738817856728,0,30
AC Qwen-plus,random,sc_judge,0.05,31,42,210,843,logical_bounds_or_census,42.0,42.0,42.0,16.0,13.0,20.0,38.0,35.0,39.5,0.9238095238095239,0.9047619047619048,0.9380952380952381,0.9501779359430605,0.9501779359430605,0.9501779359430605,0.9047619047619048,0.8095238095238095,0.9523809523809523,,,,31
AC Qwen-plus,random,sc50_then_srs,0.05,31,42,210,843,exact_conditional_SRS,42.0,42.0,42.0,12.0,9.0,15.5,38.0,36.0,40.0,0.9428571428571428,0.9261904761904762,0.9571428571428572,0.32028469750889677,0.1909845788849348,0.3748517200474496,0.9047619047619048,0.7976190476190477,0.9404761904761905,-0.017678796923430107,0.07449814268089507,0,30
AC Qwen-plus,random,sc_judge,0.2,31,169,210,843,logical_bounds_or_census,169.0,169.0,169.0,65.0,56.5,72.0,28.0,24.0,31.0,0.6904761904761905,0.6571428571428571,0.7309523809523809,0.7995255041518387,0.7995255041518387,0.7995255041518388,0.8994082840236687,0.8609467455621302,0.9230769230769231,,,,31
AC Qwen-plus,random,sc50_then_srs,0.2,31,169,210,843,exact_conditional_SRS,169.0,169.0,169.0,47.0,42.0,55.0,30.0,26.0,33.0,0.7761904761904762,0.7380952380952381,0.8,0.12930011862396207,0.11684460260972718,0.14768683274021355,0.8816568047337278,0.8520710059171598,0.9112426035502958,-0.01006705517702426,0.02766432184215511,5,31
AC Qwen-plus,random,sc_judge,0.5,31,422,210,843,logical_bounds_or_census,422.0,422.0,422.0,164.0,156.0,170.5,9.0,5.0,13.0,0.21904761904761905,0.1880952380952381,0.2571428571428571,0.4994068801897984,0.4994068801897983,0.4994068801897984,0.9004739336492891,0.8886255924170616,0.9123222748815166,,,,31
AC Qwen-plus,random,sc50_then_srs,0.5,31,422,210,843,exact_conditional_SRS,422.0,422.0,422.0,113.0,104.0,118.5,16.0,13.0,21.0,0.46190476190476193,0.4357142857142857,0.5047619047619047,0.05575326215895604,0.05041518386714122,0.06109134045077108,0.8862559241706162,0.8755924170616114,0.90521327014218,0.003857591035865947,0.013755792601537883,9,30
AC Qwen-plus,random,sc_judge,0.6,31,506,210,843,logical_bounds_or_census,506.0,506.0,506.0,195.0,190.5,201.5,3.0,0.5,6.0,0.07142857142857142,0.04047619047619048,0.09285714285714286,0.39976275207591927,0.39976275207591927,0.39976275207591927,0.9011857707509882,0.8952569169960475,0.9090909090909091,,,,31
AC Qwen-plus,random,sc50_then_srs,0.6,31,506,210,843,exact_conditional_SRS,506.0,506.0,506.0,133.0,126.0,137.5,13.0,9.5,16.0,0.36666666666666664,0.34523809523809523,0.4,0.043890865954922864,0.04033214709371291,0.04744958481613293,0.8873517786561265,0.8754940711462451,0.9041501976284585,0.004117883450860809,0.011966516977349226,13,29
AC Qwen-plus,random,sc_judge,1.0,31,843,210,843,logical_bounds_or_census,540.0,532.5,556.5,210.0,210.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35943060498220636,0.3398576512455516,0.36832740213523135,0.9007220216606499,0.8982549541555753,0.9048470900698796,,,,31
AC Qwen-plus,random,sc50_then_srs,1.0,31,843,210,843,exact_conditional_SRS,843.0,843.0,843.0,210.0,210.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8790035587188612,0.8790035587188612,0.8790035587188612,0.0,0.0,31,31
AC DeepSeek v4-pro,release,random_criterion,0.006,31,5,210,843,exact_conditional_SRS,5.0,5.0,5.0,1.0,0.0,2.5,30.0,30.0,30.0,0.9952380952380953,0.9880952380952381,1.0,0.5195729537366548,0.5195729537366548,0.7538552787663108,1.0,0.7,1.0,0.0190410591971836,0.11732547656173872,0,31
AC DeepSeek v4-pro,release,sc_judge,0.006,31,5,210,843,logical_bounds_or_census,5.0,5.0,5.0,2.0,2.0,2.0,30.0,30.0,30.0,0.9904761904761905,0.9904761904761905,0.9904761904761905,0.9940688018979834,0.9940688018979834,0.9940688018979834,1.0,1.0,1.0,,,,31
AC DeepSeek v4-pro,release,sc50_then_srs,0.006,31,5,210,843,exact_conditional_SRS,5.0,5.0,5.0,1.0,0.0,2.5,30.0,29.0,30.0,0.9952380952380953,0.9880952380952381,1.0,0.7046263345195729,0.7046263345195729,0.8932384341637011,1.0,0.8,1.0,-0.0194390234569319,0.15219132362808258,0,31
AC DeepSeek v4-pro,release,random_criterion,0.05,31,42,210,843,exact_conditional_SRS,42.0,42.0,42.0,8.0,5.0,11.0,29.0,27.0,30.0,0.9619047619047619,0.9476190476190476,0.9761904761904762,0.17437722419928836,0.12099644128113884,0.230723606168446,0.9285714285714286,0.8452380952380952,0.9761904761904762,-0.004307635119252645,0.0411423202398339,0,31
AC DeepSeek v4-pro,release,sc_judge,0.05,31,42,210,843,logical_bounds_or_census,42.0,42.0,42.0,17.0,17.0,18.0,28.0,28.0,28.0,0.919047619047619,0.9142857142857143,0.919047619047619,0.9501779359430605,0.9501779359430605,0.9501779359430605,0.9285714285714286,0.9047619047619048,0.9523809523809523,,,,31
AC DeepSeek v4-pro,release,sc50_then_srs,0.05,31,42,210,843,exact_conditional_SRS,42.0,42.0,42.0,13.0,11.0,15.5,28.0,26.5,29.0,0.9380952380952381,0.9261904761904762,0.9476190476190476,0.27995255041518396,0.15421115065243185,0.35112692763938314,0.9285714285714286,0.8571428571428571,0.9523809523809523,-0.01164373452285292,0.06534929283160512,0,30
AC DeepSeek v4-pro,release,random_criterion,0.2,31,169,210,843,exact_conditional_SRS,169.0,169.0,169.0,31.0,23.0,37.0,24.0,21.5,28.0,0.8523809523809524,0.8238095238095238,0.8904761904761904,0.07947805456702262,0.059311981020165994,0.09015421115065247,0.9171597633136095,0.8875739644970414,0.9585798816568047,0.0013277551315222004,0.02348659701417271,2,29
AC DeepSeek v4-pro,release,sc_judge,0.2,31,169,210,843,logical_bounds_or_census,169.0,169.0,169.0,75.0,73.5,78.0,23.0,22.0,24.0,0.6428571428571429,0.6285714285714286,0.65,0.7995255041518388,0.7995255041518388,0.7995255041518388,0.9408284023668639,0.9349112426035503,0.9526627218934911,,,,31
AC DeepSeek v4-pro,release,sc50_then_srs,0.2,31,169,210,843,exact_conditional_SRS,169.0,169.0,169.0,51.0,46.0,55.0,24.0,23.0,27.0,0.7571428571428571,0.7380952380952381,0.780952380952381,0.10794780545670224,0.08778173190984573,0.12455516014234869,0.9349112426035503,0.908284023668639,0.9526627218934911,-0.0023985900180299538,0.021849526108183737,6,31
AC DeepSeek v4-pro,release,random_criterion,0.5,31,422,210,843,exact_conditional_SRS,422.0,422.0,422.0,77.0,70.0,84.0,15.0,10.5,20.0,0.6333333333333333,0.6,0.6666666666666666,0.03677342823250296,0.033214709371293005,0.040925266903914626,0.9218009478672986,0.9016587677725119,0.9407582938388626,-9.974496120196229e-05,0.013032155954506044,10,28
AC DeepSeek v4-pro,release,sc_judge,0.5,31,422,210,843,logical_bounds_or_census,422.0,422.0,422.0,170.0,167.0,174.5,6.0,6.0,6.0,0.19047619047619047,0.16904761904761906,0.20476190476190476,0.49940688018979834,0.49940688018979834,0.4994068801897984,0.919431279620853,0.9135071090047393,0.9241706161137441,,,,31
AC DeepSeek v4-pro,release,sc50_then_srs,0.5,31,422,210,843,exact_conditional_SRS,422.0,422.0,422.0,122.0,116.0,126.0,14.0,10.0,17.0,0.41904761904761906,0.4,0.44761904761904764,0.04507710557532618,0.03973902728351125,0.051601423487544484,0.9241706161137441,0.9158767772511849,0.9383886255924171,0.0024241652661566734,0.010650624309647432,11,31
AC DeepSeek v4-pro,release,random_criterion,0.6,31,506,210,843,exact_conditional_SRS,506.0,506.0,506.0,95.0,88.5,102.5,12.0,7.0,16.0,0.5476190476190477,0.5119047619047619,0.5785714285714285,0.03084223013048637,0.02728351126927636,0.032621589561091346,0.9209486166007905,0.9051383399209486,0.9357707509881423,-0.0011807946852593057,0.009697519655910068,13,27
AC DeepSeek v4-pro,release,sc_judge,0.6,31,506,210,843,logical_bounds_or_census,506.0,506.0,506.0,203.0,201.0,209.0,1.0,0.0,1.0,0.03333333333333333,0.004761904761904762,0.04285714285714286,0.3997627520759194,0.3997627520759194,0.3997627520759194,0.9209486166007905,0.91600790513834,0.9268774703557312,,,,31
AC DeepSeek v4-pro,release,sc50_then_srs,0.6,31,506,210,843,exact_conditional_SRS,506.0,506.0,506.0,140.0,136.0,146.0,9.0,6.0,12.0,0.3333333333333333,0.3047619047619048,0.3523809523809524,0.03677342823250296,0.03143534994068797,0.04033214709371291,0.9229249011857708,0.9140316205533596,0.9318181818181819,0.0012281353713725557,0.008270216140635786,18,28
AC DeepSeek v4-pro,release,random_criterion,1.0,31,843,210,843,exact_conditional_SRS,843.0,843.0,843.0,210.0,210.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9228944246737841,0.9228944246737841,0.9228944246737841,0.0,0.0,31,31
AC DeepSeek v4-pro,release,sc_judge,1.0,31,843,210,843,logical_bounds_or_census,518.0,507.5,524.0,210.0,210.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38552787663107957,0.37841043890865955,0.3979833926453144,0.9213051823416507,0.9146439672755462,0.9248554913294798,,,,31
AC DeepSeek v4-pro,release,sc50_then_srs,1.0,31,843,210,843,exact_conditional_SRS,843.0,843.0,843.0,210.0,210.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9228944246737841,0.9228944246737841,0.9228944246737841,0.0,0.0,31,31
AC DeepSeek v4-pro,predicted_fail_count,sc_judge,0.006,31,5,210,843,logical_bounds_or_census,5.0,5.0,5.0,1.0,1.0,3.0,30.0,29.0,30.0,0.9952380952380953,0.9857142857142858,0.9952380952380953,0.9940688018979834,0.9940688018979834,0.9940688018979834,1.0,0.8,1.0,,,,31
AC DeepSeek v4-pro,predicted_fail_count,sc50_then_srs,0.006,31,5,210,843,exact_conditional_SRS,5.0,5.0,5.0,1.0,0.0,3.0,30.0,29.0,30.0,0.9952380952380953,0.9857142857142858,1.0,0.7046263345195729,0.7046263345195729,0.8932384341637011,1.0,0.8,1.0,-0.019515555045345013,0.15223645343487593,0,31
AC DeepSeek v4-pro,predicted_fail_count,sc_judge,0.05,31,42,210,843,logical_bounds_or_census,42.0,42.0,42.0,13.0,9.0,17.0,29.0,26.5,30.0,0.9380952380952381,0.919047619047619,0.9571428571428572,0.9501779359430605,0.9501779359430605,0.9501779359430605,0.9761904761904762,0.9166666666666667,1.0,,,,31
AC DeepSeek v4-pro,predicted_fail_count,sc50_then_srs,0.05,31,42,210,843,exact_conditional_SRS,42.0,42.0,42.0,10.0,8.0,14.0,28.0,26.5,30.0,0.9523809523809523,0.9333333333333333,0.9619047619047619,0.27995255041518385,0.15421115065243185,0.35112692763938314,0.9285714285714286,0.8928571428571428,0.9761904761904762,-0.012261453772187358,0.0634529823867258,0,30
AC DeepSeek v4-pro,predicted_fail_count,sc_judge,0.2,31,169,210,843,logical_bounds_or_census,169.0,169.0,169.0,52.0,46.0,58.0,24.0,20.0,26.0,0.7523809523809524,0.7238095238095238,0.780952380952381,0.7995255041518388,0.7995255041518387,0.7995255041518388,0.9644970414201184,0.9408284023668638,0.9763313609467456,,,,31
AC DeepSeek v4-pro,predicted_fail_count,sc50_then_srs,0.2,31,169,210,843,exact_conditional_SRS,169.0,169.0,169.0,44.0,38.0,49.5,24.0,21.5,26.5,0.7904761904761904,0.7642857142857142,0.819047619047619,0.11387900355871894,0.0919335705812574,0.12692763938315538,0.9349112426035503,0.9112426035502958,0.9556213017751479,-0.005236111204899834,0.021557207571319216,2,31
AC DeepSeek v4-pro,predicted_fail_count,sc_judge,0.5,31,422,210,843,logical_bounds_or_census,422.0,422.0,422.0,147.0,141.0,150.5,9.0,7.0,10.5,0.3,0.2833333333333333,0.32857142857142857,0.4994068801897983,0.4994068801897983,0.49940688018979834,0.9478672985781991,0.943127962085308,0.95260663507109,,,,31
AC DeepSeek v4-pro,predicted_fail_count,sc50_then_srs,0.5,31,422,210,843,exact_conditional_SRS,422.0,422.0,422.0,107.0,100.0,114.0,16.0,12.0,19.0,0.49047619047619045,0.4571428571428572,0.5238095238095238,0.048635824436536135,0.042704626334519546,0.05516014234875449,0.9360189573459715,0.9218009478672986,0.9478672985781991,0.0007555227424858357,0.011972943101185416,10,31
AC DeepSeek v4-pro,predicted_fail_count,sc_judge,0.6,31,506,210,843,logical_bounds_or_census,506.0,506.0,506.0,199.0,195.5,208.5,0.0,0.0,1.0,0.05238095238095238,0.0071428571428571435,0.06904761904761905,0.3997627520759194,0.3997627520759194,0.3997627520759194,0.9209486166007905,0.9150197628458498,0.9258893280632411,,,,31
AC DeepSeek v4-pro,predicted_fail_count,sc50_then_srs,0.6,31,506,210,843,exact_conditional_SRS,506.0,506.0,506.0,129.0,124.0,135.5,12.0,8.5,17.0,0.38571428571428573,0.3547619047619048,0.4095238095238095,0.039145907473309594,0.03677342823250307,0.043890865954922864,0.9347826086956522,0.9239130434782609,0.9426877470355731,0.0008530398392291842,0.00869436713148495,12,30
AC DeepSeek v4-pro,predicted_fail_count,sc_judge,1.0,31,843,210,843,logical_bounds_or_census,518.0,507.5,524.0,210.0,210.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38552787663107957,0.37841043890865955,0.3979833926453144,0.9213051823416507,0.9146439672755462,0.9248554913294798,,,,31
AC DeepSeek v4-pro,predicted_fail_count,sc50_then_srs,1.0,31,843,210,843,exact_conditional_SRS,843.0,843.0,843.0,210.0,210.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9228944246737841,0.9228944246737841,0.9228944246737841,0.0,0.0,31,31
AC DeepSeek v4-pro,random,sc_judge,0.006,31,5,210,843,logical_bounds_or_census,5.0,5.0,5.0,2.0,1.0,3.0,30.0,29.0,30.0,0.9904761904761905,0.9857142857142858,0.9952380952380953,0.9940688018979834,0.9940688018979834,0.9940688018979834,1.0,0.6,1.0,,,,31
AC DeepSeek v4-pro,random,sc50_then_srs,0.006,31,5,210,843,exact_conditional_SRS,5.0,5.0,5.0,1.0,0.0,3.0,30.0,28.5,30.0,0.9952380952380953,0.9857142857142858,1.0,0.7046263345195729,0.7046263345195729,0.8932384341637011,1.0,0.6,1.0,-0.019745149810584367,0.1522888230240442,0,31
AC DeepSeek v4-pro,random,sc_judge,0.05,31,42,210,843,logical_bounds_or_census,42.0,42.0,42.0,17.0,13.0,21.5,28.0,25.5,29.0,0.919047619047619,0.8976190476190476,0.9380952380952381,0.9501779359430605,0.9501779359430605,0.9501779359430605,0.9285714285714286,0.8571428571428571,0.9761904761904762,,,,31
AC DeepSeek v4-pro,random,sc50_then_srs,0.05,31,42,210,843,exact_conditional_SRS,42.0,42.0,42.0,13.0,9.0,17.0,28.0,26.0,29.5,0.9380952380952381,0.919047619047619,0.9571428571428572,0.27995255041518396,0.15421115065243185,0.35112692763938314,0.9047619047619048,0.8333333333333334,0.9642857142857142,-0.013600756569416917,0.06402094855338052,0,30
AC DeepSeek v4-pro,random,sc_judge,0.2,31,169,210,843,logical_bounds_or_census,169.0,169.0,169.0,67.0,60.0,76.5,21.0,15.5,24.0,0.680952380952381,0.6357142857142857,0.7142857142857143,0.7995255041518388,0.7995255041518387,0.7995255041518388,0.9230769230769231,0.8875739644970414,0.9556213017751479,,,,31
