output_id,task_id,quality_level
output_001101,task_015,good
output_001102,task_015,good
output_001103,task_015,good
output_001104,task_015,good
output_001105,task_015,good
output_001106,task_015,good
output_001107,task_015,good
output_001108,task_015,good
output_001109,task_015,good
output_001110,task_015,good
output_001111,task_015,good
output_001112,task_015,good
output_001113,task_015,good
output_001114,task_015,good
output_001115,task_015,good
output_001116,task_015,good
output_001117,task_015,good
output_001118,task_015,good
output_001119,task_015,good
output_001120,task_015,good
output_001121,task_015,good
output_001122,task_015,good
output_001123,task_015,excellent
output_001124,task_015,excellent
output_001125,task_015,excellent
output_001126,task_015,excellent
output_001127,task_015,excellent
output_001128,task_015,excellent
output_001129,task_015,excellent
output_001130,task_015,excellent
output_001131,task_015,excellent
output_001132,task_015,excellent
output_001133,task_015,excellent
output_001134,task_015,excellent
output_001135,task_015,excellent
output_001136,task_015,excellent
output_001137,task_015,excellent
output_001138,task_015,excellent
output_001139,task_015,excellent
output_001140,task_015,excellent
output_001141,task_015,excellent
output_001142,task_015,excellent
output_001143,task_015,excellent
output_001144,task_015,excellent
output_001145,task_015,excellent
output_001146,task_015,excellent
output_001147,task_016,intermediate
output_001148,task_016,intermediate
output_001149,task_016,intermediate
output_001150,task_016,intermediate
output_001151,task_016,intermediate
output_001152,task_016,intermediate
output_001153,task_016,intermediate
output_001154,task_016,intermediate
output_001155,task_016,intermediate
output_001156,task_016,intermediate
output_001157,task_016,intermediate
output_001158,task_016,intermediate
output_001159,task_016,intermediate
output_001160,task_016,intermediate
output_001161,task_016,intermediate
output_001162,task_016,intermediate
output_001163,task_016,intermediate
output_001164,task_016,intermediate
output_001165,task_016,intermediate
output_001166,task_016,intermediate
output_001167,task_016,intermediate
output_001168,task_016,intermediate
output_001169,task_016,intermediate
output_001170,task_016,intermediate
output_001171,task_016,good
output_001172,task_016,good
output_001173,task_016,good
output_001174,task_016,good
output_001175,task_016,good
output_001176,task_016,good
output_001177,task_016,good
output_001178,task_016,good
output_001179,task_016,good
output_001180,task_016,good
output_001181,task_016,good
output_001182,task_016,good
output_001183,task_016,good
output_001184,task_016,good
output_001185,task_016,good
output_001186,task_016,good
output_001187,task_016,good
output_001188,task_016,good
output_001189,task_016,good
output_001190,task_016,good
output_001191,task_016,good
output_001192,task_016,good
output_001193,task_016,excellent
output_001194,task_016,excellent
output_001195,task_016,excellent
output_001196,task_016,excellent
output_001197,task_016,excellent
output_001198,task_016,excellent
output_001199,task_016,excellent
output_001200,task_016,excellent
output_001201,task_016,excellent
output_001202,task_016,excellent
output_001203,task_016,excellent
output_001204,task_016,excellent
output_001205,task_016,excellent
output_001206,task_016,excellent
output_001207,task_016,excellent
output_001208,task_016,excellent
output_001209,task_016,excellent
output_001210,task_016,excellent
output_001211,task_016,excellent
output_001212,task_016,excellent
output_001213,task_016,excellent
output_001214,task_016,excellent
output_001215,task_016,excellent
output_001216,task_016,excellent
output_001217,task_016,excellent
output_001218,task_016,excellent
output_001219,task_017,intermediate
output_001220,task_017,intermediate
output_001221,task_017,intermediate
output_001222,task_017,intermediate
output_001223,task_017,intermediate
output_001224,task_017,intermediate
output_001225,task_017,intermediate
output_001226,task_017,intermediate
output_001227,task_017,intermediate
output_001228,task_017,intermediate
output_001229,task_017,intermediate
output_001230,task_017,intermediate
output_001231,task_017,intermediate
output_001232,task_017,intermediate
output_001233,task_017,intermediate
output_001234,task_017,intermediate
output_001235,task_017,intermediate
output_001236,task_017,intermediate
output_001237,task_017,intermediate
output_001238,task_017,intermediate
output_001239,task_017,intermediate
output_001240,task_017,intermediate
output_001241,task_017,intermediate
output_001242,task_017,intermediate
output_001243,task_017,intermediate
output_001244,task_017,intermediate
output_001245,task_017,intermediate
output_001246,task_017,good
output_001247,task_017,good
output_001248,task_017,good
output_001249,task_017,good
output_001250,task_017,good
output_001251,task_017,good
output_001252,task_017,good
output_001253,task_017,good
output_001254,task_017,good
output_001255,task_017,good
output_001256,task_017,good
output_001257,task_017,good
output_001258,task_017,good
output_001259,task_017,good
output_001260,task_017,good
output_001261,task_017,good
output_001262,task_017,good
output_001263,task_017,good
output_001264,task_017,good
output_001265,task_017,good
output_001266,task_017,good
output_001267,task_017,good
output_001268,task_017,good
output_001269,task_017,good
output_001270,task_017,good
output_001271,task_017,good
output_001272,task_017,good
output_001273,task_017,good
output_001274,task_017,good
output_001275,task_017,excellent
output_001276,task_017,excellent
output_001277,task_017,excellent
output_001278,task_017,excellent
output_001279,task_017,excellent
output_001280,task_017,excellent
output_001281,task_017,excellent
output_001282,task_017,excellent
output_001283,task_017,excellent
output_001284,task_017,excellent
output_001285,task_017,excellent
output_001286,task_017,excellent
output_001287,task_017,excellent
output_001288,task_017,excellent
output_001289,task_017,excellent
output_001290,task_017,excellent
output_001291,task_017,excellent
output_001292,task_017,excellent
output_001293,task_017,excellent
output_001294,task_017,excellent
output_001295,task_017,excellent
output_001296,task_017,excellent
output_001297,task_017,excellent
output_001298,task_017,excellent
output_001299,task_017,excellent
output_001300,task_017,excellent
output_001301,task_018,intermediate
output_001302,task_018,intermediate
output_001303,task_018,intermediate
output_001304,task_018,intermediate
output_001305,task_018,intermediate
output_001306,task_018,intermediate
output_001307,task_018,intermediate
output_001308,task_018,intermediate
output_001309,task_018,intermediate
output_001310,task_018,intermediate
output_001311,task_018,intermediate
output_001312,task_018,intermediate
output_001313,task_018,intermediate
output_001314,task_018,intermediate
output_001315,task_018,intermediate
output_001316,task_018,intermediate
output_001317,task_018,intermediate
output_001318,task_018,intermediate
output_001319,task_018,intermediate
output_001320,task_018,intermediate
output_001321,task_018,intermediate
output_001322,task_018,intermediate
output_001323,task_018,intermediate
output_001324,task_018,intermediate
output_001325,task_018,intermediate
output_001326,task_018,good
output_001327,task_018,good
output_001328,task_018,good
output_001329,task_018,good
output_001330,task_018,good
output_001331,task_018,good
output_001332,task_018,good
output_001333,task_018,good
output_001334,task_018,good
output_001335,task_018,good
output_001336,task_018,good
output_001337,task_018,good
output_001338,task_018,good
output_001339,task_018,good
output_001340,task_018,good
output_001341,task_018,good
output_001342,task_018,good
output_001343,task_018,good
output_001344,task_018,good
output_001345,task_018,good
output_001346,task_018,good
output_001347,task_018,good
output_001348,task_018,good
output_001349,task_018,good
output_001350,task_018,excellent
output_001351,task_018,excellent
output_001352,task_018,excellent
output_001353,task_018,excellent
output_001354,task_018,excellent
output_001355,task_018,excellent
output_001356,task_018,excellent
output_001357,task_018,excellent
output_001358,task_018,excellent
output_001359,task_018,excellent
output_001360,task_018,excellent
output_001361,task_018,excellent
output_001362,task_018,excellent
output_001363,task_018,excellent
output_001364,task_018,excellent
output_001365,task_018,excellent
output_001366,task_018,excellent
output_001367,task_018,excellent
output_001368,task_018,excellent
output_001369,task_018,excellent
output_001370,task_018,excellent
output_001371,task_018,excellent
output_001372,task_018,excellent
output_001373,task_018,excellent
output_001374,task_018,excellent
output_001375,task_019,intermediate
output_001376,task_019,intermediate
output_001377,task_019,intermediate
output_001378,task_019,intermediate
output_001379,task_019,intermediate
output_001380,task_019,intermediate
output_001381,task_019,intermediate
output_001382,task_019,intermediate
output_001383,task_019,intermediate
output_001384,task_019,intermediate
output_001385,task_019,intermediate
output_001386,task_019,intermediate
output_001387,task_019,intermediate
output_001388,task_019,intermediate
output_001389,task_019,intermediate
output_001390,task_019,intermediate
output_001391,task_019,intermediate
output_001392,task_019,intermediate
output_001393,task_019,intermediate
output_001394,task_019,intermediate
output_001395,task_019,intermediate
output_001396,task_019,intermediate
output_001397,task_019,intermediate
output_001398,task_019,intermediate
output_001399,task_019,intermediate
output_001400,task_019,intermediate
output_001401,task_019,good
output_001402,task_019,good
output_001403,task_019,good
output_001404,task_019,good
output_001405,task_019,good
output_001406,task_019,good
output_001407,task_019,good
output_001408,task_019,good
output_001409,task_019,good
output_001410,task_019,good
output_001411,task_019,good
output_001412,task_019,good
output_001413,task_019,good
output_001414,task_019,good
output_001415,task_019,good
output_001416,task_019,good
output_001417,task_019,good
output_001418,task_019,good
output_001419,task_019,good
output_001420,task_019,good
output_001421,task_019,good
output_001422,task_019,good
output_001423,task_019,good
output_001424,task_019,good
output_001425,task_019,good
output_001426,task_019,excellent
output_001427,task_019,excellent
output_001428,task_019,excellent
output_001429,task_019,excellent
output_001430,task_019,excellent
output_001431,task_019,excellent
output_001432,task_019,excellent
output_001433,task_019,excellent
output_001434,task_019,excellent
output_001435,task_019,excellent
output_001436,task_019,excellent
output_001437,task_019,excellent
output_001438,task_019,excellent
output_001439,task_019,excellent
output_001440,task_019,excellent
output_001441,task_019,excellent
output_001442,task_019,excellent
output_001443,task_019,excellent
output_001444,task_019,excellent
output_001445,task_019,excellent
output_001446,task_019,excellent
output_001447,task_019,excellent
output_001448,task_020,intermediate
output_001449,task_020,intermediate
output_001450,task_020,intermediate
output_001451,task_020,intermediate
output_001452,task_020,intermediate
output_001453,task_020,intermediate
output_001454,task_020,intermediate
output_001455,task_020,intermediate
output_001456,task_020,intermediate
output_001457,task_020,intermediate
output_001458,task_020,intermediate
output_001459,task_020,intermediate
output_001460,task_020,intermediate
output_001461,task_020,intermediate
output_001462,task_020,intermediate
output_001463,task_020,intermediate
output_001464,task_020,intermediate
output_001465,task_020,intermediate
output_001466,task_020,intermediate
output_001467,task_020,intermediate
output_001468,task_020,intermediate
output_001469,task_020,intermediate
output_001470,task_020,intermediate
output_001471,task_020,intermediate
output_001472,task_020,intermediate
output_001473,task_020,intermediate
output_001474,task_020,good
output_001475,task_020,good
output_001476,task_020,good
output_001477,task_020,good
output_001478,task_020,good
output_001479,task_020,good
output_001480,task_020,good
output_001481,task_020,good
output_001482,task_020,good
output_001483,task_020,good
output_001484,task_020,good
output_001485,task_020,good
output_001486,task_020,good
output_001487,task_020,good
output_001488,task_020,good
output_001489,task_020,good
output_001490,task_020,good
output_001491,task_020,good
output_001492,task_020,good
output_001493,task_020,good
output_001494,task_020,good
output_001495,task_020,good
output_001496,task_020,good
output_001497,task_020,good
output_001498,task_020,excellent
output_001499,task_020,excellent
output_001500,task_020,excellent
output_001501,task_020,excellent
output_001502,task_020,excellent
output_001503,task_020,excellent
output_001504,task_020,excellent
output_001505,task_020,excellent
output_001506,task_020,excellent
output_001507,task_020,excellent
output_001508,task_020,excellent
output_001509,task_020,excellent
output_001510,task_020,excellent
output_001511,task_020,excellent
output_001512,task_020,excellent
output_001513,task_020,excellent
output_001514,task_020,excellent
output_001515,task_020,excellent
output_001516,task_020,excellent
output_001517,task_020,excellent
output_001518,task_020,excellent
output_001519,task_020,excellent
output_001520,task_020,excellent
output_001521,task_020,excellent
output_001522,task_021,intermediate
output_001523,task_021,intermediate
output_001524,task_021,intermediate
output_001525,task_021,intermediate
output_001526,task_021,intermediate
output_001527,task_021,intermediate
output_001528,task_021,intermediate
output_001529,task_021,intermediate
output_001530,task_021,intermediate
output_001531,task_021,intermediate
output_001532,task_021,intermediate
output_001533,task_021,intermediate
output_001534,task_021,intermediate
output_001535,task_021,intermediate
output_001536,task_021,intermediate
output_001537,task_021,intermediate
output_001538,task_021,intermediate
output_001539,task_021,intermediate
output_001540,task_021,intermediate
output_001541,task_021,intermediate
output_001542,task_021,intermediate
output_001543,task_021,intermediate
output_001544,task_021,intermediate
output_001545,task_021,intermediate
output_001546,task_021,intermediate
output_001547,task_021,intermediate
output_001548,task_021,intermediate
output_001549,task_021,intermediate
output_001550,task_021,good
output_001551,task_021,good
output_001552,task_021,good
output_001553,task_021,good
output_001554,task_021,good
output_001555,task_021,good
output_001556,task_021,good
output_001557,task_021,good
output_001558,task_021,good
output_001559,task_021,good
output_001560,task_021,good
output_001561,task_021,good
output_001562,task_021,good
output_001563,task_021,good
output_001564,task_021,good
output_001565,task_021,good
output_001566,task_021,good
output_001567,task_021,good
output_001568,task_021,good
output_001569,task_021,good
output_001570,task_021,good
output_001571,task_021,good
output_001572,task_021,good
output_001573,task_021,good
output_001574,task_021,excellent
output_001575,task_021,excellent
output_001576,task_021,excellent
output_001577,task_021,excellent
output_001578,task_021,excellent
output_001579,task_021,excellent
output_001580,task_021,excellent
output_001581,task_021,excellent
output_001582,task_021,excellent
output_001583,task_021,excellent
output_001584,task_021,excellent
output_001585,task_021,excellent
output_001586,task_021,excellent
output_001587,task_021,excellent
output_001588,task_021,excellent
output_001589,task_021,excellent
output_001590,task_021,excellent
output_001591,task_021,excellent
output_001592,task_021,excellent
output_001593,task_021,excellent
output_001594,task_021,excellent
output_001595,task_021,excellent
output_001596,task_021,excellent
output_001597,task_021,excellent
output_001598,task_021,excellent
output_001599,task_021,excellent
output_001600,task_022,intermediate
output_001601,task_022,intermediate
output_001602,task_022,intermediate
output_001603,task_022,intermediate
output_001604,task_022,intermediate
output_001605,task_022,intermediate
output_001606,task_022,intermediate
output_001607,task_022,intermediate
output_001608,task_022,intermediate
output_001609,task_022,intermediate
output_001610,task_022,intermediate
output_001611,task_022,intermediate
output_001612,task_022,intermediate
output_001613,task_022,intermediate
output_001614,task_022,intermediate
output_001615,task_022,intermediate
output_001616,task_022,intermediate
output_001617,task_022,intermediate
output_001618,task_022,intermediate
output_001619,task_022,intermediate
output_001620,task_022,intermediate
output_001621,task_022,intermediate
output_001622,task_022,intermediate
output_001623,task_022,good
output_001624,task_022,good
output_001625,task_022,good
output_001626,task_022,good
output_001627,task_022,good
output_001628,task_022,good
output_001629,task_022,good
output_001630,task_022,good
output_001631,task_022,good
output_001632,task_022,good
output_001633,task_022,good
output_001634,task_022,good
output_001635,task_022,good
output_001636,task_022,good
output_001637,task_022,good
output_001638,task_022,good
output_001639,task_022,good
output_001640,task_022,good
output_001641,task_022,good
output_001642,task_022,good
output_001643,task_022,good
output_001644,task_022,good
output_001645,task_022,good
output_001646,task_022,good
output_001647,task_022,good
output_001648,task_022,excellent
output_001649,task_022,excellent
output_001650,task_022,excellent
output_001651,task_022,excellent
output_001652,task_022,excellent
output_001653,task_022,excellent
output_001654,task_022,excellent
output_001655,task_022,excellent
output_001656,task_022,excellent
output_001657,task_022,excellent
output_001658,task_022,excellent
output_001659,task_022,excellent
output_001660,task_022,excellent
output_001661,task_022,excellent
output_001662,task_022,excellent
output_001663,task_022,excellent
output_001664,task_022,excellent
output_001665,task_022,excellent
output_001666,task_022,excellent
output_001667,task_022,excellent
output_001668,task_022,excellent
output_001669,task_022,excellent
output_001670,task_022,excellent
output_001671,task_022,excellent
output_001672,task_022,excellent
output_001673,task_023,intermediate
output_001674,task_023,intermediate
output_001675,task_023,intermediate
output_001676,task_023,intermediate
output_001677,task_023,intermediate
output_001678,task_023,intermediate
output_001679,task_023,intermediate
output_001680,task_023,intermediate
output_001681,task_023,intermediate
output_001682,task_023,intermediate
output_001683,task_023,intermediate
output_001684,task_023,intermediate
output_001685,task_023,intermediate
output_001686,task_023,intermediate
output_001687,task_023,intermediate
output_001688,task_023,intermediate
output_001689,task_023,intermediate
output_001690,task_023,intermediate
output_001691,task_023,intermediate
output_001692,task_023,intermediate
output_001693,task_023,intermediate
output_001694,task_023,intermediate
output_001695,task_023,intermediate
output_001696,task_023,intermediate
output_001697,task_023,intermediate
output_001698,task_023,good
output_001699,task_023,good
output_001700,task_023,good
output_001701,task_023,good
output_001702,task_023,good
output_001703,task_023,good
output_001704,task_023,good
output_001705,task_023,good
output_001706,task_023,good
output_001707,task_023,good
output_001708,task_023,good
output_001709,task_023,good
output_001710,task_023,good
output_001711,task_023,good
output_001712,task_023,good
output_001713,task_023,good
output_001714,task_023,good
output_001715,task_023,good
output_001716,task_023,good
output_001717,task_023,good
output_001718,task_023,good
output_001719,task_023,good
output_001720,task_023,good
output_001721,task_023,good
output_001722,task_023,good
output_001723,task_023,good
output_001724,task_023,good
output_001725,task_023,excellent
output_001726,task_023,excellent
output_001727,task_023,excellent
output_001728,task_023,excellent
output_001729,task_023,excellent
output_001730,task_023,excellent
output_001731,task_023,excellent
output_001732,task_023,excellent
output_001733,task_023,excellent
output_001734,task_023,excellent
output_001735,task_023,excellent
output_001736,task_023,excellent
output_001737,task_023,excellent
output_001738,task_023,excellent
output_001739,task_023,excellent
output_001740,task_023,excellent
output_001741,task_023,excellent
output_001742,task_023,excellent
output_001743,task_023,excellent
output_001744,task_023,excellent
output_001745,task_023,excellent
output_001746,task_023,excellent
output_001747,task_023,excellent
output_001748,task_023,excellent
output_001749,task_024,intermediate
output_001750,task_024,intermediate
output_001751,task_024,intermediate
output_001752,task_024,intermediate
output_001753,task_024,intermediate
output_001754,task_024,intermediate
output_001755,task_024,intermediate
output_001756,task_024,intermediate
output_001757,task_024,intermediate
output_001758,task_024,intermediate
output_001759,task_024,intermediate
output_001760,task_024,intermediate
output_001761,task_024,intermediate
output_001762,task_024,intermediate
output_001763,task_024,intermediate
output_001764,task_024,intermediate
output_001765,task_024,intermediate
output_001766,task_024,intermediate
output_001767,task_024,intermediate
output_001768,task_024,intermediate
output_001769,task_024,intermediate
output_001770,task_024,intermediate
output_001771,task_024,intermediate
output_001772,task_024,intermediate
output_001773,task_024,intermediate
output_001774,task_024,intermediate
output_001775,task_024,good
output_001776,task_024,good
output_001777,task_024,good
output_001778,task_024,good
output_001779,task_024,good
output_001780,task_024,good
output_001781,task_024,good
output_001782,task_024,good
output_001783,task_024,good
output_001784,task_024,good
output_001785,task_024,good
output_001786,task_024,good
output_001787,task_024,good
output_001788,task_024,good
output_001789,task_024,good
output_001790,task_024,good
output_001791,task_024,good
output_001792,task_024,good
output_001793,task_024,good
output_001794,task_024,good
output_001795,task_024,good
output_001796,task_024,good
output_001797,task_024,good
output_001798,task_024,good
output_001799,task_024,excellent
output_001800,task_024,excellent
output_001801,task_024,excellent
output_001802,task_024,excellent
output_001803,task_024,excellent
output_001804,task_024,excellent
output_001805,task_024,excellent
output_001806,task_024,excellent
output_001807,task_024,excellent
output_001808,task_024,excellent
output_001809,task_024,excellent
output_001810,task_024,excellent
output_001811,task_024,excellent
output_001812,task_024,excellent
output_001813,task_024,excellent
output_001814,task_024,excellent
output_001815,task_024,excellent
output_001816,task_024,excellent
output_001817,task_024,excellent
output_001818,task_024,excellent
output_001819,task_024,excellent
output_001820,task_024,excellent
output_001821,task_024,excellent
output_001822,task_024,excellent
output_001823,task_025,intermediate
output_001824,task_025,intermediate
output_001825,task_025,intermediate
output_001826,task_025,intermediate
output_001827,task_025,intermediate
output_001828,task_025,intermediate
output_001829,task_025,intermediate
output_001830,task_025,intermediate
output_001831,task_025,intermediate
output_001832,task_025,intermediate
output_001833,task_025,intermediate
output_001834,task_025,intermediate
output_001835,task_025,intermediate
output_001836,task_025,intermediate
output_001837,task_025,intermediate
output_001838,task_025,intermediate
output_001839,task_025,intermediate
output_001840,task_025,intermediate
output_001841,task_025,intermediate
output_001842,task_025,intermediate
output_001843,task_025,intermediate
output_001844,task_025,intermediate
output_001845,task_025,intermediate
output_001846,task_025,good
output_001847,task_025,good
output_001848,task_025,good
output_001849,task_025,good
output_001850,task_025,good
output_001851,task_025,good
output_001852,task_025,good
output_001853,task_025,good
output_001854,task_025,good
output_001855,task_025,good
output_001856,task_025,good
output_001857,task_025,good
output_001858,task_025,good
output_001859,task_025,good
output_001860,task_025,good
output_001861,task_025,good
output_001862,task_025,good
output_001863,task_025,good
output_001864,task_025,good
output_001865,task_025,good
output_001866,task_025,good
output_001867,task_025,good
output_001868,task_025,good
output_001869,task_025,good
output_001870,task_025,good
output_001871,task_025,good
output_001872,task_025,excellent
output_001873,task_025,excellent
output_001874,task_025,excellent
output_001875,task_025,excellent
output_001876,task_025,excellent
output_001877,task_025,excellent
output_001878,task_025,excellent
output_001879,task_025,excellent
output_001880,task_025,excellent
output_001881,task_025,excellent
output_001882,task_025,excellent
output_001883,task_025,excellent
output_001884,task_025,excellent
output_001885,task_025,excellent
output_001886,task_025,excellent
output_001887,task_025,excellent
output_001888,task_025,excellent
output_001889,task_025,excellent
output_001890,task_025,excellent
output_001891,task_025,excellent
output_001892,task_025,excellent
output_001893,task_025,excellent
output_001894,task_025,excellent
output_001895,task_025,excellent
output_001896,task_025,excellent
output_001897,task_026,intermediate
output_001898,task_026,intermediate
output_001899,task_026,intermediate
output_001900,task_026,intermediate
output_001901,task_026,intermediate
output_001902,task_026,intermediate
output_001903,task_026,intermediate
output_001904,task_026,intermediate
output_001905,task_026,intermediate
output_001906,task_026,intermediate
output_001907,task_026,intermediate
output_001908,task_026,intermediate
output_001909,task_026,intermediate
output_001910,task_026,intermediate
output_001911,task_026,intermediate
output_001912,task_026,intermediate
output_001913,task_026,intermediate
output_001914,task_026,intermediate
output_001915,task_026,intermediate
output_001916,task_026,intermediate
output_001917,task_026,intermediate
output_001918,task_026,intermediate
output_001919,task_026,intermediate
output_001920,task_026,intermediate
output_001921,task_026,intermediate
output_001922,task_026,good
output_001923,task_026,good
output_001924,task_026,good
output_001925,task_026,good
output_001926,task_026,good
output_001927,task_026,good
output_001928,task_026,good
output_001929,task_026,good
output_001930,task_026,good
output_001931,task_026,good
output_001932,task_026,good
output_001933,task_026,good
output_001934,task_026,good
output_001935,task_026,good
output_001936,task_026,good
output_001937,task_026,good
output_001938,task_026,good
output_001939,task_026,good
output_001940,task_026,good
output_001941,task_026,good
output_001942,task_026,good
output_001943,task_026,good
output_001944,task_026,good
output_001945,task_026,good
output_001946,task_026,good
output_001947,task_026,excellent
output_001948,task_026,excellent
output_001949,task_026,excellent
output_001950,task_026,excellent
output_001951,task_026,excellent
output_001952,task_026,excellent
output_001953,task_026,excellent
output_001954,task_026,excellent
output_001955,task_026,excellent
output_001956,task_026,excellent
output_001957,task_026,excellent
output_001958,task_026,excellent
output_001959,task_026,excellent
output_001960,task_026,excellent
output_001961,task_026,excellent
output_001962,task_026,excellent
output_001963,task_026,excellent
output_001964,task_026,excellent
output_001965,task_026,excellent
output_001966,task_026,excellent
output_001967,task_026,excellent
output_001968,task_026,excellent
output_001969,task_026,excellent
output_001970,task_026,excellent
output_001971,task_026,excellent
output_001972,task_027,intermediate
output_001973,task_027,intermediate
output_001974,task_027,intermediate
output_001975,task_027,intermediate
output_001976,task_027,intermediate
output_001977,task_027,intermediate
output_001978,task_027,intermediate
output_001979,task_027,intermediate
output_001980,task_027,intermediate
output_001981,task_027,intermediate
output_001982,task_027,intermediate
output_001983,task_027,intermediate
output_001984,task_027,intermediate
output_001985,task_027,intermediate
output_001986,task_027,intermediate
output_001987,task_027,intermediate
output_001988,task_027,intermediate
output_001989,task_027,intermediate
output_001990,task_027,intermediate
output_001991,task_027,intermediate
output_001992,task_027,intermediate
output_001993,task_027,good
output_001994,task_027,good
output_001995,task_027,good
output_001996,task_027,good
output_001997,task_027,good
output_001998,task_027,good
output_001999,task_027,good
output_002000,task_027,good
output_002001,task_027,good
output_002002,task_027,good
output_002003,task_027,good
output_002004,task_027,good
output_002005,task_027,good
output_002006,task_027,good
output_002007,task_027,good
output_002008,task_027,good
output_002009,task_027,good
output_002010,task_027,good
output_002011,task_027,good
output_002012,task_027,good
output_002013,task_027,good
output_002014,task_027,good
output_002015,task_027,good
output_002016,task_027,good
output_002017,task_027,excellent
output_002018,task_027,excellent
output_002019,task_027,excellent
output_002020,task_027,excellent
output_002021,task_027,excellent
output_002022,task_027,excellent
output_002023,task_027,excellent
output_002024,task_027,excellent
output_002025,task_027,excellent
output_002026,task_027,excellent
output_002027,task_027,excellent
output_002028,task_027,excellent
output_002029,task_027,excellent
output_002030,task_027,excellent
output_002031,task_027,excellent
output_002032,task_027,excellent
output_002033,task_027,excellent
output_002034,task_027,excellent
output_002035,task_027,excellent
output_002036,task_027,excellent
output_002037,task_027,excellent
output_002038,task_027,excellent
output_002039,task_027,excellent
output_002040,task_028,intermediate
output_002041,task_028,intermediate
output_002042,task_028,intermediate
output_002043,task_028,intermediate
output_002044,task_028,intermediate
output_002045,task_028,intermediate
output_002046,task_028,intermediate
output_002047,task_028,intermediate
output_002048,task_028,intermediate
output_002049,task_028,intermediate
output_002050,task_028,intermediate
output_002051,task_028,intermediate
output_002052,task_028,intermediate
output_002053,task_028,intermediate
output_002054,task_028,intermediate
output_002055,task_028,intermediate
output_002056,task_028,intermediate
output_002057,task_028,intermediate
output_002058,task_028,intermediate
output_002059,task_028,intermediate
output_002060,task_028,intermediate
output_002061,task_028,intermediate
output_002062,task_028,intermediate
output_002063,task_028,good
output_002064,task_028,good
output_002065,task_028,good
output_002066,task_028,good
output_002067,task_028,good
output_002068,task_028,good
output_002069,task_028,good
output_002070,task_028,good
output_002071,task_028,good
output_002072,task_028,good
output_002073,task_028,good
output_002074,task_028,good
output_002075,task_028,good
output_002076,task_028,good
output_002077,task_028,good
output_002078,task_028,good
output_002079,task_028,good
output_002080,task_028,good
output_002081,task_028,good
output_002082,task_028,good
output_002083,task_028,good
output_002084,task_028,good
output_002085,task_028,excellent
output_002086,task_028,excellent
output_002087,task_028,excellent
output_002088,task_028,excellent
output_002089,task_028,excellent
output_002090,task_028,excellent
output_002091,task_028,excellent
output_002092,task_028,excellent
output_002093,task_028,excellent
output_002094,task_028,excellent
output_002095,task_028,excellent
output_002096,task_028,excellent
output_002097,task_028,excellent
output_002098,task_028,excellent
output_002099,task_028,excellent
output_002100,task_028,excellent
output_002101,task_028,excellent
output_002102,task_028,excellent
output_002103,task_028,excellent
output_002104,task_028,excellent
output_002105,task_028,excellent
output_002106,task_028,excellent
output_002107,task_028,excellent
output_002108,task_028,excellent
output_002109,task_029,intermediate
output_002110,task_029,intermediate
output_002111,task_029,intermediate
output_002112,task_029,intermediate
output_002113,task_029,intermediate
output_002114,task_029,intermediate
output_002115,task_029,intermediate
output_002116,task_029,intermediate
output_002117,task_029,intermediate
output_002118,task_029,intermediate
output_002119,task_029,intermediate
output_002120,task_029,intermediate
output_002121,task_029,intermediate
output_002122,task_029,intermediate
output_002123,task_029,intermediate
output_002124,task_029,intermediate
output_002125,task_029,intermediate
output_002126,task_029,intermediate
output_002127,task_029,intermediate
output_002128,task_029,intermediate
output_002129,task_029,intermediate
output_002130,task_029,intermediate
output_002131,task_029,intermediate
output_002132,task_029,intermediate
output_002133,task_029,intermediate
output_002134,task_029,intermediate
output_002135,task_029,intermediate
output_002136,task_029,good
output_002137,task_029,good
output_002138,task_029,good
output_002139,task_029,good
output_002140,task_029,good
output_002141,task_029,good
output_002142,task_029,good
output_002143,task_029,good
output_002144,task_029,good
output_002145,task_029,good
output_002146,task_029,good
output_002147,task_029,good
output_002148,task_029,good
output_002149,task_029,good
output_002150,task_029,good
output_002151,task_029,good
output_002152,task_029,good
output_002153,task_029,good
output_002154,task_029,good
output_002155,task_029,good
output_002156,task_029,good
output_002157,task_029,good
output_002158,task_029,good
output_002159,task_029,good
output_002160,task_029,good
output_002161,task_029,good
output_002162,task_029,good
output_002163,task_029,good
output_002164,task_029,good
output_002165,task_029,excellent
output_002166,task_029,excellent
output_002167,task_029,excellent
output_002168,task_029,excellent
output_002169,task_029,excellent
output_002170,task_029,excellent
output_002171,task_029,excellent
output_002172,task_029,excellent
output_002173,task_029,excellent
output_002174,task_029,excellent
output_002175,task_029,excellent
output_002176,task_029,excellent
output_002177,task_029,excellent
output_002178,task_029,excellent
output_002179,task_029,excellent
output_002180,task_029,excellent
output_002181,task_029,excellent
output_002182,task_029,excellent
output_002183,task_029,excellent
output_002184,task_029,excellent
output_002185,task_029,excellent
output_002186,task_029,excellent
output_002187,task_029,excellent
output_002188,task_029,excellent
output_002189,task_029,excellent
output_002190,task_029,excellent
output_002191,task_029,excellent
output_002192,task_029,excellent
output_002193,task_029,excellent
output_002194,task_030,intermediate
output_002195,task_030,intermediate
output_002196,task_030,intermediate
output_002197,task_030,intermediate
output_002198,task_030,intermediate
output_002199,task_030,intermediate
output_002200,task_030,intermediate
output_002201,task_030,intermediate
output_002202,task_030,intermediate
output_002203,task_030,intermediate
output_002204,task_030,intermediate
output_002205,task_030,intermediate
